               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 108,            0.046955,            0.044834,           0.0040502,             0.76977,             0.58005,              0.6662,             0.40102,            0.043053,            0.030074,           0.0024702,            0.006469,            0.006469,            0.006469
                 109,            0.046959,            0.044702,           0.0040657,             0.77171,             0.58066,             0.66728,             0.40101,            0.043042,            0.030066,           0.0024697,            0.006436,            0.006436,            0.006436
                 110,            0.046906,            0.044666,           0.0040512,             0.77333,             0.57945,             0.66684,             0.40128,            0.043031,            0.030059,           0.0024681,            0.006403,            0.006403,            0.006403
                 111,            0.046927,            0.044832,           0.0040727,             0.77437,             0.57867,             0.66738,             0.40129,            0.043022,             0.03005,            0.002466,             0.00637,             0.00637,             0.00637
                 112,             0.04687,            0.044847,           0.0039973,             0.77406,             0.57942,              0.6676,             0.40148,            0.043006,            0.030041,           0.0024659,            0.006337,            0.006337,            0.006337
                 113,            0.046857,            0.044907,           0.0040166,             0.77225,             0.57944,             0.66767,             0.40157,            0.042995,            0.030035,           0.0024638,            0.006304,            0.006304,            0.006304
                 114,            0.046883,            0.044763,           0.0040099,             0.77546,             0.57843,             0.66806,             0.40199,            0.042982,            0.030024,           0.0024612,            0.006271,            0.006271,            0.006271
                 115,            0.046893,            0.044725,           0.0040278,             0.78182,             0.57605,             0.66818,             0.40235,             0.04297,            0.030019,           0.0024602,            0.006238,            0.006238,            0.006238
                 116,            0.046748,            0.044691,           0.0039632,             0.78017,             0.57864,             0.66896,             0.40276,             0.04296,            0.030017,           0.0024575,            0.006205,            0.006205,            0.006205
                 117,            0.046701,            0.044803,           0.0040294,             0.77854,             0.57922,             0.66911,             0.40272,            0.042952,            0.030009,           0.0024564,            0.006172,            0.006172,            0.006172
                 118,            0.046736,            0.044827,           0.0039884,             0.77891,             0.58013,             0.66997,             0.40301,            0.042939,            0.030007,           0.0024535,            0.006139,            0.006139,            0.006139
                 119,            0.046797,            0.044672,           0.0039803,             0.77881,             0.58125,             0.67016,             0.40325,            0.042925,            0.030004,           0.0024512,            0.006106,            0.006106,            0.006106
