                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.66159,                0.32245,                0.91533,                0.97289,                0.96651,                0.97912,                0.75641,                 1.3198,                0.45271,                 1.5465,             0.00084184,             0.00084184,             0.00084184
                    153,                0.68014,                0.32912,                 0.9283,                0.98753,                0.97955,                0.98629,                0.76039,                 1.2622,                0.44499,                 1.4585,             0.00083633,             0.00083633,             0.00083633
                    154,                0.67064,                0.32451,                0.92228,                0.98092,                0.97025,                0.98142,                0.73726,                  1.315,                0.47479,                 1.5169,             0.00083083,             0.00083083,             0.00083083
                    155,                0.64774,                0.31646,                0.91728,                0.98246,                 0.9704,                0.98051,                0.72786,                  1.369,                0.46419,                 1.5484,             0.00082533,             0.00082533,             0.00082533
                    156,                0.65662,                0.32132,                0.90771,                0.98909,                0.97955,                0.98761,                0.75526,                 1.2823,                0.43671,                 1.5131,             0.00081983,             0.00081983,             0.00081983
                    157,                0.65225,                0.31695,                0.91339,                0.99088,                0.98565,                0.99245,                0.74744,                 1.3119,                0.44416,                 1.5068,             0.00081433,             0.00081433,             0.00081433
                    158,                0.66211,                0.32749,                0.91423,                0.98924,                0.98171,                 0.9875,                0.75817,                 1.2803,                0.43243,                 1.4901,             0.00080883,             0.00080883,             0.00080883
                    159,                0.65265,                 0.3164,                0.91628,                0.99038,                0.98123,                0.98777,                0.75446,                 1.2921,                 0.4445,                 1.5068,             0.00080333,             0.00080333,             0.00080333
                    160,                0.66388,                0.32189,                0.91909,                0.99261,                0.98481,                0.99141,                 0.7674,                 1.2844,                  0.437,                 1.5038,             0.00079783,             0.00079783,             0.00079783
                    161,                0.64829,                0.32381,                0.90794,                 0.9917,                 0.9826,                0.99142,                0.75544,                  1.293,                0.44061,                 1.5161,             0.00079233,             0.00079233,             0.00079233
                    162,                0.64388,                0.31308,                0.91238,                0.97707,                0.97126,                 0.9777,                0.72986,                 1.3737,                0.46718,                 1.5961,             0.00078682,             0.00078682,             0.00078682
                    163,                0.65038,                0.31769,                0.91742,                0.97471,                0.96882,                0.97803,                0.75159,                 1.3193,                0.45582,                 1.5476,             0.00078132,             0.00078132,             0.00078132
                    164,                0.66317,                0.31351,                0.91323,                0.98537,                0.97821,                0.98441,                0.77125,                 1.2588,                0.42909,                 1.4719,             0.00077582,             0.00077582,             0.00077582
                    165,                0.65542,                0.31515,                0.91893,                0.98167,                0.96735,                0.98064,                0.75901,                 1.2848,                0.45101,                 1.5004,             0.00077032,             0.00077032,             0.00077032
                    166,                0.64653,                0.31483,                0.91901,                0.99287,                0.98187,                0.99105,                0.76994,                 1.3048,                 0.4441,                 1.5553,             0.00076482,             0.00076482,             0.00076482
                    167,                0.66348,                 0.3186,                0.91154,                 0.9911,                 0.9826,                0.99055,                0.75378,                 1.3061,                 0.4417,                 1.5041,             0.00075932,             0.00075932,             0.00075932
                    168,                0.64584,                 0.3086,                0.90785,                0.98064,                 0.9878,                0.99112,                0.76837,                 1.2717,                0.43127,                  1.483,             0.00075382,             0.00075382,             0.00075382
                    169,                0.64928,                0.31116,                 0.9097,                0.99594,                 0.9878,                 0.9921,                0.76924,                 1.2798,                0.43419,                  1.484,             0.00074832,             0.00074832,             0.00074832
                    170,                0.65801,                 0.3184,                 0.9147,                0.98877,                0.97955,                0.98639,                0.74382,                 1.3196,                0.45501,                  1.536,             0.00074282,             0.00074282,             0.00074282
                    171,                 0.6365,                0.30979,                 0.9022,                0.98886,                0.97955,                0.98511,                0.75158,                 1.3328,                0.45549,                 1.5786,             0.00073731,             0.00073731,             0.00073731
                    172,                0.63007,                0.30281,                0.90788,                0.99074,                0.97955,                0.98792,                0.76279,                 1.2524,                0.43967,                 1.4657,             0.00073181,             0.00073181,             0.00073181
                    173,                0.62128,                 0.3061,                0.90517,                0.98933,                 0.9826,                0.99116,                0.75286,                 1.3174,                  0.443,                 1.5685,             0.00072631,             0.00072631,             0.00072631
                    174,                0.64689,                0.31255,                0.91099,                0.98252,                0.98106,                 0.9847,                0.75268,                 1.3354,                0.45239,                 1.6073,             0.00072081,             0.00072081,             0.00072081
                    175,                0.63758,                0.30573,                0.90717,                0.97378,                0.97866,                0.98291,                0.75028,                  1.325,                0.44957,                 1.5862,             0.00071531,             0.00071531,             0.00071531
                    176,                0.68279,                0.32004,                0.91629,                0.98667,                0.98423,                0.98861,                0.76656,                 1.2778,                0.42613,                 1.5272,             0.00070981,             0.00070981,             0.00070981
                    177,                0.64151,                0.30973,                0.91167,                0.98924,                0.97955,                0.98809,                0.76898,                 1.2956,                 0.4373,                 1.5383,             0.00070431,             0.00070431,             0.00070431
                    178,                0.63692,                 0.3059,                0.90111,                0.98475,                 0.9765,                0.98484,                0.74808,                  1.336,                0.46067,                 1.5993,             0.00069881,             0.00069881,             0.00069881
                    179,                0.64191,                0.31022,                0.90927,                0.99319,                0.98742,                0.99381,                0.77437,                  1.259,                0.41876,                 1.4818,             0.00069331,             0.00069331,             0.00069331
                    180,                 0.6404,                0.30512,                0.90761,                0.99035,                0.97838,                0.98972,                0.77459,                 1.2703,                0.44816,                 1.5138,              0.0006878,              0.0006878,              0.0006878
                    181,                0.63851,                0.30868,                0.90375,                0.98452,                0.97862,                  0.985,                0.75889,                 1.2928,                0.44616,                 1.5861,              0.0006823,              0.0006823,              0.0006823
                    182,                0.63475,                0.30761,                0.89641,                0.99302,                0.98384,                 0.9884,                0.76212,                 1.2824,                 0.4508,                 1.4894,              0.0006768,              0.0006768,              0.0006768
                    183,                0.62878,                0.30469,                0.90047,                0.98783,                0.97345,                0.98426,                0.76288,                 1.2916,                0.45214,                 1.5222,              0.0006713,              0.0006713,              0.0006713
                    184,                0.61937,                0.30435,                0.89578,                0.98658,                 0.9765,                  0.985,                0.76882,                  1.276,                0.43313,                 1.5147,              0.0006658,              0.0006658,              0.0006658
                    185,                0.62246,                0.29946,                 0.9002,                0.98921,                0.97955,                0.98812,                0.77584,                 1.2732,                0.42717,                 1.4738,              0.0006603,              0.0006603,              0.0006603
                    186,                0.62664,                 0.3005,                0.90085,                0.98954,                0.97739,                0.98541,                0.75985,                 1.2732,                0.43107,                 1.5072,              0.0006548,              0.0006548,              0.0006548
                    187,                0.62089,                0.29792,                0.90595,                0.99286,                0.98097,                0.98489,                 0.7659,                  1.299,                0.44737,                 1.5233,              0.0006493,              0.0006493,              0.0006493
                    188,                0.61286,                0.30254,                0.89975,                 0.9901,                0.98126,                0.98761,                0.77475,                 1.2498,                0.43637,                 1.4749,              0.0006438,              0.0006438,              0.0006438
                    189,                0.60722,                0.29478,                0.89813,                0.98395,                0.97449,                0.98181,                 0.7594,                 1.2952,                0.44894,                 1.5188,             0.00063829,             0.00063829,             0.00063829
                    190,                0.61922,                0.30093,                0.90288,                0.98631,                0.97345,                 0.9848,                0.75409,                 1.3271,                 0.4403,                 1.5523,             0.00063279,             0.00063279,             0.00063279
                    191,                0.59727,                0.29498,                 0.8894,                0.99318,                0.98213,                0.99022,                0.75494,                 1.2978,                0.44576,                 1.5316,             0.00062729,             0.00062729,             0.00062729
                    192,                 0.6059,                  0.301,                0.90283,                0.98929,                0.97955,                0.98696,                0.76654,                 1.2725,                0.44863,                 1.5264,             0.00062179,             0.00062179,             0.00062179
                    193,                0.61006,                0.29846,                 0.8926,                0.98758,                0.97725,                0.98446,                  0.764,                  1.265,                0.44032,                 1.5031,             0.00061629,             0.00061629,             0.00061629
                    194,                0.61554,                0.29995,                0.90279,                0.99603,                0.98565,                0.99286,                0.76534,                  1.276,                 0.4298,                 1.5013,             0.00061079,             0.00061079,             0.00061079
                    195,                0.60539,                0.29906,                0.90527,                0.98702,                0.97916,                0.98612,                0.74896,                 1.2668,                 0.4357,                 1.5006,             0.00060529,             0.00060529,             0.00060529
                    196,                0.59674,                0.28905,                0.89276,                0.98523,                 0.9765,                0.98329,                 0.7605,                 1.2917,                0.43482,                 1.5455,             0.00059979,             0.00059979,             0.00059979
                    197,                0.60628,                0.29411,                 0.8955,                0.98667,                0.97357,                0.98726,                 0.7755,                 1.2942,                0.44679,                 1.5609,             0.00059429,             0.00059429,             0.00059429
                    198,                0.61028,                0.29798,                0.90218,                0.98801,                0.97731,                0.98667,                0.77461,                 1.2832,                0.44513,                 1.5293,             0.00058878,             0.00058878,             0.00058878
                    199,                0.61992,                0.29919,                 0.8953,                0.98597,                0.97345,                0.98414,                 0.7547,                 1.3171,                  0.445,                 1.5432,             0.00058328,             0.00058328,             0.00058328
                    200,                0.61101,                 0.2981,                0.89087,                0.98674,                 0.9765,                0.98616,                0.76613,                 1.2824,                0.43584,                 1.5189,             0.00057778,             0.00057778,             0.00057778
                    201,                0.60306,                0.30015,                0.89413,                0.98798,                0.97441,                0.98418,                0.76671,                 1.2824,                0.43386,                 1.5077,             0.00057228,             0.00057228,             0.00057228
                    202,                0.60134,                0.29625,                0.89591,                0.98877,                 0.9765,                0.98771,                0.77851,                 1.2834,                0.44009,                 1.5345,             0.00056678,             0.00056678,             0.00056678
                    203,                0.59307,                0.29437,                0.89298,                0.98666,                0.98244,                0.98881,                0.77034,                  1.297,                0.42244,                 1.5436,             0.00056128,             0.00056128,             0.00056128
                    204,                0.60383,                 0.2987,                0.90502,                0.99507,                 0.9826,                0.99247,                0.77436,                 1.2412,                0.41829,                 1.4623,             0.00055578,             0.00055578,             0.00055578
                    205,                0.59499,                0.29241,                0.88798,                0.98884,                 0.9765,                0.98396,                0.75393,                 1.3363,                0.44901,                 1.5908,             0.00055028,             0.00055028,             0.00055028
                    206,                0.60227,                0.29121,                0.88452,                0.98123,                0.97314,                0.98337,                0.76394,                  1.304,                0.44102,                 1.5557,             0.00054478,             0.00054478,             0.00054478
                    207,                0.59486,                0.28586,                   0.89,                0.98946,                 0.9765,                0.98725,                0.77005,                 1.2738,                0.43622,                 1.5666,             0.00053927,             0.00053927,             0.00053927
                    208,                0.60272,                0.29791,                0.89605,                0.98648,                0.97345,                0.98303,                0.75146,                  1.298,                0.45296,                  1.578,             0.00053377,             0.00053377,             0.00053377
                    209,                0.59881,                 0.2991,                0.89233,                0.98846,                0.97904,                0.98705,                0.75564,                  1.288,                0.44157,                 1.5293,             0.00052827,             0.00052827,             0.00052827
                    210,                 0.6015,                0.29136,                0.89375,                0.97984,                0.96631,                0.97989,                0.74838,                 1.3486,                0.46162,                 1.5874,             0.00052277,             0.00052277,             0.00052277
                    211,                0.59136,                0.29039,                0.89179,                0.98596,                0.97304,                0.98593,                0.77012,                 1.3055,                0.44217,                 1.5469,             0.00051727,             0.00051727,             0.00051727
                    212,                0.59054,                0.28363,                0.88382,                0.98903,                 0.9765,                0.98618,                 0.7726,                 1.2921,                0.43335,                 1.5381,             0.00051177,             0.00051177,             0.00051177
                    213,                0.58717,                 0.2836,                0.88769,                0.98636,                0.97345,                0.98332,                0.76029,                 1.3126,                0.44427,                 1.5473,             0.00050627,             0.00050627,             0.00050627
                    214,                0.58138,                0.28434,                0.89245,                0.98305,                0.97345,                0.98371,                0.77349,                 1.2866,                0.43893,                 1.5707,             0.00050077,             0.00050077,             0.00050077
                    215,                0.57203,                0.28054,                0.87749,                0.98628,                 0.9765,                0.98705,                0.76812,                 1.2835,                0.43972,                 1.5376,             0.00049527,             0.00049527,             0.00049527
                    216,                0.57775,                0.28207,                0.88907,                0.98451,                0.97726,                0.98595,                0.77398,                 1.2853,                0.43415,                 1.5506,             0.00048976,             0.00048976,             0.00048976
                    217,                0.58026,                0.28417,                0.89103,                0.98918,                0.97923,                0.98673,                0.76081,                 1.2849,                0.43493,                 1.5597,             0.00048426,             0.00048426,             0.00048426
                    218,                0.58163,                0.28291,                0.89436,                0.98773,                0.98199,                 0.9852,                0.77739,                 1.2592,                0.42013,                 1.5186,             0.00047876,             0.00047876,             0.00047876
                    219,                0.57376,                0.28616,                0.88534,                0.98726,                0.98135,                0.98489,                0.76683,                 1.2941,                 0.4296,                 1.5471,             0.00047326,             0.00047326,             0.00047326
                    220,                0.57204,                0.28345,                0.88587,                0.98989,                0.98243,                0.98908,                0.77236,                 1.2565,                0.41968,                 1.5094,             0.00046776,             0.00046776,             0.00046776
                    221,                 0.5807,                 0.2842,                0.88337,                0.98953,                0.97955,                0.98823,                0.77976,                 1.2477,                0.41793,                 1.4997,             0.00046226,             0.00046226,             0.00046226
                    222,                0.58134,                0.28515,                0.89325,                 0.9863,                0.97955,                0.98857,                0.77354,                 1.2951,                0.42906,                 1.5655,             0.00045676,             0.00045676,             0.00045676
                    223,                0.59677,                0.28836,                0.89437,                0.98929,                0.97955,                 0.9885,                0.77497,                 1.2455,                0.42273,                 1.4716,             0.00045126,             0.00045126,             0.00045126
                    224,                0.56991,                0.28005,                0.88834,                0.98329,                0.97854,                0.98402,                 0.7622,                 1.3066,                 0.4446,                 1.5648,             0.00044576,             0.00044576,             0.00044576
                    225,                0.58299,                0.28395,                0.88766,                0.98945,                0.98459,                0.98577,                0.76459,                 1.2818,                0.43755,                 1.5081,             0.00044025,             0.00044025,             0.00044025
                    226,                0.58616,                0.28679,                0.89204,                0.98941,                0.97955,                0.98724,                0.76867,                 1.3003,                0.42791,                 1.5698,             0.00043475,             0.00043475,             0.00043475
                    227,                0.58034,                0.27719,                0.88771,                0.98651,                 0.9765,                0.98629,                0.77381,                 1.2764,                0.42651,                 1.5448,             0.00042925,             0.00042925,             0.00042925
                    228,                0.59124,                0.28876,                0.89057,                0.98948,                0.97955,                0.98803,                0.77923,                 1.2781,                0.43319,                 1.5569,             0.00042375,             0.00042375,             0.00042375
                    229,                0.57335,                 0.2843,                0.88371,                0.98937,                0.97955,                0.98808,                0.76741,                 1.3169,                0.43481,                 1.6107,             0.00041825,             0.00041825,             0.00041825
                    230,                0.57851,                0.28059,                0.88547,                 0.9899,                0.97976,                 0.9882,                0.77452,                 1.2794,                0.44001,                 1.5682,             0.00041275,             0.00041275,             0.00041275
                    231,                0.56484,                0.27579,                0.88289,                0.98953,                0.97955,                 0.9881,                0.77844,                 1.2809,                0.44229,                 1.5768,             0.00040725,             0.00040725,             0.00040725
                    232,                0.58117,                0.28485,                0.89451,                0.99184,                 0.9826,                0.99086,                0.77651,                 1.2693,                0.42994,                 1.5571,             0.00040175,             0.00040175,             0.00040175
                    233,                0.55585,                0.27256,                0.87941,                0.99266,                 0.9826,                0.99101,                 0.7735,                 1.2767,                0.43124,                 1.5467,             0.00039625,             0.00039625,             0.00039625
                    234,                0.56359,                0.27415,                0.88774,                0.98928,                0.97955,                0.98819,                0.77917,                 1.2891,                0.43631,                 1.5603,             0.00039074,             0.00039074,             0.00039074
                    235,                0.55785,                0.27512,                0.87944,                0.98089,                0.97582,                0.98536,                0.77284,                 1.2937,                0.43679,                 1.6004,             0.00038524,             0.00038524,             0.00038524
                    236,                 0.5423,                0.26983,                0.87572,                0.98291,                0.97345,                0.98387,                0.76964,                    1.3,                0.43645,                 1.6025,             0.00037974,             0.00037974,             0.00037974
                    237,                0.55391,                 0.2745,                0.87973,                0.99229,                 0.9826,                0.99104,                0.77147,                 1.2792,                0.42962,                 1.5406,             0.00037424,             0.00037424,             0.00037424
                    238,                0.54785,                0.26785,                0.87492,                0.98635,                 0.9765,                0.98384,                0.76134,                 1.3065,                0.43629,                 1.5906,             0.00036874,             0.00036874,             0.00036874
                    239,                0.55298,                 0.2734,                0.87773,                0.98938,                0.97955,                0.98804,                0.76844,                 1.3027,                0.43261,                  1.572,             0.00036324,             0.00036324,             0.00036324
                    240,                 0.5584,                0.26986,                0.88073,                0.98807,                0.98289,                0.98741,                0.76133,                 1.3067,                0.43149,                 1.5742,             0.00035774,             0.00035774,             0.00035774
                    241,                0.55359,                0.27291,                0.87904,                0.98942,                0.98046,                0.98804,                0.76831,                 1.2912,                0.42793,                 1.5711,             0.00035224,             0.00035224,             0.00035224
                    242,                0.54288,                0.26879,                0.87487,                0.98928,                0.97955,                0.98958,                0.76636,                  1.308,                 0.4308,                 1.6063,             0.00034674,             0.00034674,             0.00034674
                    243,                0.56084,                0.27104,                0.88932,                0.99024,                0.98092,                0.98768,                0.76052,                 1.3001,                0.43046,                 1.5897,             0.00034123,             0.00034123,             0.00034123
                    244,                0.55647,                0.27252,                0.87488,                0.98726,                0.97737,                0.98609,                0.76266,                 1.2956,                0.42436,                 1.5721,             0.00033573,             0.00033573,             0.00033573
                    245,                0.54248,                0.26872,                0.88104,                0.99032,                0.98087,                0.98871,                0.77745,                 1.2746,                 0.4211,                 1.5519,             0.00033023,             0.00033023,             0.00033023
                    246,                0.55545,                0.27301,                 0.8743,                0.99335,                 0.9838,                0.99088,                0.76588,                 1.2877,                0.42307,                 1.5673,             0.00032473,             0.00032473,             0.00032473
                    247,                0.54256,                0.26656,                0.86848,                 0.9866,                 0.9765,                0.98535,                0.77539,                 1.2771,                0.43202,                 1.5575,             0.00031923,             0.00031923,             0.00031923
                    248,                0.56164,                0.27074,                0.87052,                0.99188,                 0.9826,                0.99082,                0.77264,                 1.2782,                0.43578,                 1.5669,             0.00031373,             0.00031373,             0.00031373
                    249,                0.54583,                0.26705,                0.87376,                0.99221,                 0.9826,                0.99084,                0.77056,                 1.2985,                0.43832,                 1.6055,             0.00030823,             0.00030823,             0.00030823
                    250,                0.54119,                0.26536,                 0.8764,                0.99224,                 0.9826,                0.99065,                0.77658,                  1.284,                0.43717,                 1.5808,             0.00030273,             0.00030273,             0.00030273
                    251,                0.54264,                0.26546,                0.87395,                0.99247,                 0.9826,                0.99035,                0.77874,                 1.2721,                0.42447,                  1.551,             0.00029723,             0.00029723,             0.00029723
                    252,                0.54706,                0.26591,                 0.8749,                 0.9923,                 0.9826,                0.99072,                0.77678,                 1.2827,                0.43093,                 1.5703,             0.00029172,             0.00029172,             0.00029172
                    253,                0.52324,                 0.2602,                0.87206,                0.98938,                0.97955,                0.98806,                0.77073,                 1.3056,                0.43672,                 1.5872,             0.00028622,             0.00028622,             0.00028622
                    254,                0.53683,                0.26362,                0.86791,                0.98945,                0.97955,                0.98827,                0.77731,                 1.2896,                0.42408,                 1.5769,             0.00028072,             0.00028072,             0.00028072
                    255,                0.54009,                 0.2678,                0.87489,                0.98947,                0.97955,                0.98814,                 0.7682,                 1.3065,                0.42855,                 1.6096,             0.00027522,             0.00027522,             0.00027522
                    256,                 0.5478,                0.26799,                0.87275,                0.98938,                0.97955,                0.98775,                0.76545,                 1.2946,                0.42893,                 1.5914,             0.00026972,             0.00026972,             0.00026972
                    257,                0.54339,                0.26305,                0.87549,                0.98964,                0.97955,                0.98847,                0.77726,                 1.2854,                0.42523,                 1.5869,             0.00026422,             0.00026422,             0.00026422
                    258,                0.54703,                0.26357,                0.87131,                 0.9895,                0.97955,                0.98766,                0.76775,                 1.3114,                0.43633,                 1.5989,             0.00025872,             0.00025872,             0.00025872
                    259,                0.52246,                0.25731,                0.86163,                0.99268,                 0.9826,                0.99051,                0.77057,                  1.288,                0.43235,                 1.5763,             0.00025322,             0.00025322,             0.00025322
                    260,                0.53893,                0.26503,                0.87709,                0.99189,                0.98521,                0.99048,                0.77181,                 1.2833,                0.42674,                 1.5883,             0.00024772,             0.00024772,             0.00024772
                    261,                0.52539,                0.26111,                0.86963,                0.99195,                0.98506,                0.99062,                0.77526,                 1.2929,                0.42634,                 1.6126,             0.00024222,             0.00024222,             0.00024222
                    262,                0.53427,                0.26227,                0.87275,                0.99262,                 0.9826,                0.99051,                0.77356,                 1.2785,                0.41548,                 1.5734,             0.00023671,             0.00023671,             0.00023671
                    263,                0.52213,                 0.2579,                0.87082,                0.99252,                 0.9826,                0.99029,                0.76811,                 1.2984,                0.42798,                 1.6016,             0.00023121,             0.00023121,             0.00023121
                    264,                0.52471,                0.26357,                0.86785,                0.99327,                0.98346,                0.99089,                0.77712,                 1.2753,                0.41929,                 1.5639,             0.00022571,             0.00022571,             0.00022571
                    265,                 0.5226,                0.26048,                0.87096,                 0.9926,                 0.9826,                0.99098,                0.77954,                 1.2843,                0.42547,                 1.5846,             0.00022021,             0.00022021,             0.00022021
                    266,                0.52123,                0.26043,                0.86798,                0.98723,                0.97722,                0.98622,                 0.7678,                 1.3146,                 0.4353,                 1.6241,             0.00021471,             0.00021471,             0.00021471
                    267,                0.52965,                0.26374,                0.87393,                0.98761,                0.97717,                0.98577,                0.76917,                 1.3103,                0.43715,                 1.6151,             0.00020921,             0.00020921,             0.00020921
                    268,                0.51747,                0.25717,                0.86863,                0.98858,                 0.9765,                0.98494,                 0.7702,                 1.3089,                0.43546,                 1.6103,             0.00020371,             0.00020371,             0.00020371
                    269,                0.51976,                0.25439,                0.87013,                0.98671,                 0.9765,                0.98424,                0.76655,                 1.3217,                0.44696,                 1.6482,             0.00019821,             0.00019821,             0.00019821
                    270,                0.51774,                 0.2509,                0.87284,                0.98691,                 0.9765,                0.98458,                0.76847,                  1.298,                0.43475,                 1.6109,             0.00019271,             0.00019271,             0.00019271
                    271,                0.51275,                0.25888,                0.86752,                0.99177,                0.97955,                0.98654,                 0.7711,                 1.3093,                 0.4366,                 1.6235,              0.0001872,              0.0001872,              0.0001872
                    272,                0.51885,                0.25241,                0.86895,                 0.9926,                 0.9826,                0.98942,                0.78123,                 1.2755,                0.42587,                 1.5647,              0.0001817,              0.0001817,              0.0001817
                    273,                0.52284,                0.26031,                0.86328,                0.99253,                 0.9826,                0.99004,                0.78275,                 1.2833,                0.42652,                 1.5793,              0.0001762,              0.0001762,              0.0001762
                    274,                0.51371,                0.25524,                0.86502,                0.99256,                 0.9826,                0.99013,                0.77507,                 1.2993,                0.42891,                 1.6147,              0.0001707,              0.0001707,              0.0001707
                    275,                0.50288,                0.24973,                0.85993,                0.99271,                 0.9826,                 0.9905,                0.77481,                 1.3084,                0.44295,                 1.6231,              0.0001652,              0.0001652,              0.0001652
                    276,                 0.5166,                0.25443,                 0.8727,                0.99274,                 0.9826,                0.99066,                0.77302,                 1.3054,                0.43627,                 1.6039,              0.0001597,              0.0001597,              0.0001597
                    277,                0.50747,                0.25474,                0.87144,                0.98951,                0.97955,                0.98758,                0.77304,                 1.2999,                0.43664,                 1.5879,              0.0001542,              0.0001542,              0.0001542
                    278,                0.50741,                0.25248,                0.85987,                0.98934,                0.97955,                0.98688,                0.76408,                 1.3054,                0.43768,                 1.5962,              0.0001487,              0.0001487,              0.0001487
                    279,                0.50408,                0.25072,                0.86518,                0.99259,                 0.9826,                0.98969,                0.77343,                 1.2921,                0.43332,                 1.5845,              0.0001432,              0.0001432,              0.0001432
                    280,                0.51205,                0.25114,                0.86408,                0.99263,                 0.9826,                0.98918,                0.77523,                 1.2969,                0.43324,                  1.594,             0.00013769,             0.00013769,             0.00013769
                    281,                  0.507,                0.25357,                0.86649,                0.99271,                 0.9826,                0.98937,                 0.7675,                 1.3011,                0.43998,                 1.6104,             0.00013219,             0.00013219,             0.00013219
                    282,                0.50649,                 0.2496,                0.86138,                0.99257,                 0.9826,                0.98997,                0.76471,                  1.304,                0.43843,                 1.6132,             0.00012669,             0.00012669,             0.00012669
                    283,                0.50344,                0.24895,                0.86013,                0.99126,                0.97955,                0.98711,                0.76609,                 1.3181,                0.43694,                 1.6298,             0.00012119,             0.00012119,             0.00012119
                    284,                0.50426,                0.25126,                 0.8668,                0.99154,                0.97955,                0.98694,                0.76564,                 1.3128,                0.43765,                 1.6299,             0.00011569,             0.00011569,             0.00011569
                    285,                0.49892,                0.24623,                0.85677,                0.99076,                0.97955,                0.98707,                0.76787,                  1.317,                 0.4396,                 1.6347,             0.00011019,             0.00011019,             0.00011019
                    286,                0.50931,                0.24999,                0.86443,                0.98961,                0.97955,                0.98736,                0.77479,                 1.3033,                0.43201,                 1.6212,             0.00010469,             0.00010469,             0.00010469
                    287,                 0.5029,                0.24854,                0.85957,                0.99264,                 0.9826,                 0.9906,                0.77182,                  1.293,                0.43093,                 1.5964,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    288,                0.49496,                0.24735,                0.86106,                0.99262,                 0.9826,                0.99063,                0.77849,                 1.2896,                0.42678,                 1.6027,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    289,                0.50124,                 0.2533,                0.86232,                0.99011,                0.97955,                0.98776,                0.77733,                 1.2894,                0.43118,                  1.596,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    290,                0.50773,                0.25274,                0.86356,                0.99262,                 0.9826,                0.99047,                 0.7792,                 1.2926,                0.43049,                 1.6009,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    291,                0.49537,                 0.2483,                 0.8742,                0.99262,                 0.9826,                0.99049,                0.77952,                 1.2809,                0.41546,                 1.5691,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    292,                0.48193,                0.23293,                0.86826,                 0.9926,                 0.9826,                0.99092,                0.77741,                 1.2882,                0.42284,                 1.5994,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    293,                0.47533,                 0.2323,                 0.8664,                0.98948,                0.97955,                 0.9882,                0.77493,                 1.3043,                0.42712,                 1.6273,              6.618e-05,              6.618e-05,              6.618e-05
                    294,                0.46614,                0.22823,                0.86049,                0.98952,                0.97955,                0.98836,                 0.7733,                 1.3094,                0.42733,                 1.6344,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    295,                0.46261,                0.22865,                0.86372,                0.99266,                 0.9826,                0.99076,                0.77243,                 1.3091,                0.43056,                 1.6272,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    296,                 0.4594,                0.22426,                0.86618,                0.98961,                0.97955,                0.98823,                0.77601,                 1.3125,                0.43239,                 1.6481,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    297,                0.45743,                 0.2231,                0.85925,                0.98958,                0.97955,                0.98846,                0.77373,                  1.316,                0.43782,                 1.6499,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    298,                0.46235,                0.22702,                0.86193,                0.99269,                 0.9826,                  0.991,                0.77215,                 1.3134,                0.43126,                 1.6445,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    299,                0.45979,                0.22514,                0.87057,                0.99085,                0.98876,                0.99104,                0.77066,                 1.3191,                 0.4339,                 1.6492,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    300,                0.45021,                0.22132,                0.85372,                0.98961,                0.97955,                0.98852,                0.77291,                 1.3225,                0.43193,                 1.6579,             2.7672e-05,             2.7672e-05,             2.7672e-05
