               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,            0.033831,            0.015277,            0.061887,             0.49682,             0.45436,             0.44904,             0.29862,            0.031737,           0.0041726,            0.047648,            0.007756,            0.007756,            0.007756
                  70,            0.037997,            0.016185,            0.060537,             0.51114,             0.52693,             0.54581,             0.36567,            0.029986,            0.003906,            0.043975,            0.007723,            0.007723,            0.007723
                  71,            0.036878,            0.015633,            0.060108,             0.47961,             0.50078,             0.52395,             0.35587,            0.028819,           0.0040869,            0.042198,             0.00769,             0.00769,             0.00769
                  72,             0.03335,            0.015186,            0.062049,             0.50737,              0.4622,              0.5176,             0.36619,            0.034817,           0.0038862,            0.041763,            0.007657,            0.007657,            0.007657
                  73,            0.037547,            0.015943,            0.057359,             0.48706,             0.59533,             0.53252,             0.37819,            0.031386,           0.0038937,            0.042529,            0.007624,            0.007624,            0.007624
                  74,            0.037931,            0.015626,            0.054814,             0.52314,             0.55186,             0.55036,             0.38812,            0.032639,            0.003925,             0.04344,            0.007591,            0.007591,            0.007591
                  75,            0.036023,            0.015532,            0.058123,             0.54801,             0.51956,             0.54573,             0.35691,            0.035069,           0.0036981,            0.044701,            0.007558,            0.007558,            0.007558
                  76,            0.038337,            0.015515,            0.058058,             0.53776,             0.64538,             0.61972,             0.41762,            0.032063,           0.0040821,             0.03652,            0.007525,            0.007525,            0.007525
                  77,            0.041842,             0.01573,            0.055319,              0.5343,             0.60927,             0.63557,             0.44469,            0.030796,           0.0039005,            0.037979,            0.007492,            0.007492,            0.007492
                  78,            0.037663,            0.015441,             0.05411,             0.66973,             0.54257,             0.62312,             0.42999,             0.03327,           0.0039541,            0.040139,            0.007459,            0.007459,            0.007459
                  79,            0.035901,            0.014942,            0.052936,             0.59962,             0.55883,             0.60367,             0.42953,            0.030541,           0.0037209,            0.043112,            0.007426,            0.007426,            0.007426
                  80,            0.037807,            0.015064,            0.052632,             0.49979,              0.6248,             0.61772,             0.43876,            0.031984,           0.0037571,            0.035868,            0.007393,            0.007393,            0.007393
                  81,            0.035373,            0.015093,            0.049497,             0.35544,             0.52408,             0.52752,             0.35852,            0.032615,           0.0041497,             0.04948,             0.00736,             0.00736,             0.00736
                  82,            0.035044,            0.015534,            0.049316,             0.70473,             0.53277,              0.6308,             0.45725,            0.032025,            0.004089,            0.041767,            0.007327,            0.007327,            0.007327
                  83,            0.035385,            0.014638,              0.0497,             0.56742,             0.61476,             0.63772,             0.43278,            0.028325,           0.0043234,             0.03557,            0.007294,            0.007294,            0.007294
                  84,            0.036628,            0.014942,            0.050989,             0.63574,             0.61549,             0.67549,             0.48655,            0.034153,           0.0041778,            0.036485,            0.007261,            0.007261,            0.007261
                  85,            0.038227,            0.015245,            0.049012,             0.42614,             0.56841,              0.5355,             0.37688,             0.02999,           0.0041774,             0.04627,            0.007228,            0.007228,            0.007228
                  86,            0.035863,            0.015383,            0.050468,             0.49716,              0.6039,             0.60246,             0.41788,            0.033084,           0.0040151,            0.043252,            0.007195,            0.007195,            0.007195
                  87,            0.035332,            0.014563,            0.048957,             0.50555,             0.60634,              0.5974,             0.41692,            0.033758,           0.0041117,            0.048242,            0.007162,            0.007162,            0.007162
                  88,            0.035847,            0.015224,            0.056659,              0.5906,             0.56671,              0.6334,             0.44262,            0.032787,           0.0040464,            0.038365,            0.007129,            0.007129,            0.007129
                  89,            0.037071,            0.015464,            0.048534,             0.56756,             0.62466,             0.68505,             0.48791,            0.031283,           0.0040239,            0.035359,            0.007096,            0.007096,            0.007096
                  90,            0.036757,            0.014869,            0.048607,             0.54684,             0.61697,             0.64157,             0.45162,            0.028536,            0.003992,            0.033696,            0.007063,            0.007063,            0.007063
                  91,            0.037291,            0.015155,            0.050608,             0.52534,             0.70033,              0.6817,             0.47904,            0.028861,           0.0040476,            0.042305,             0.00703,             0.00703,             0.00703
                  92,            0.036009,            0.014425,            0.049086,             0.52551,             0.55952,             0.56854,             0.40989,            0.028146,           0.0041693,            0.051102,            0.006997,            0.006997,            0.006997
                  93,            0.034396,            0.014945,            0.048943,             0.51812,             0.63445,             0.66951,             0.47553,            0.030047,           0.0040746,            0.036705,            0.006964,            0.006964,            0.006964
                  94,             0.03839,            0.015163,            0.048884,             0.70944,             0.60585,             0.72147,             0.50175,            0.031437,           0.0040079,            0.039202,            0.006931,            0.006931,            0.006931
                  95,            0.036077,            0.014817,            0.045086,             0.65407,             0.63772,             0.66774,             0.46174,            0.029574,           0.0042677,            0.037603,            0.006898,            0.006898,            0.006898
                  96,            0.035766,             0.01478,            0.046382,             0.76628,             0.64516,             0.77679,             0.55408,            0.031508,             0.00381,            0.028228,            0.006865,            0.006865,            0.006865
                  97,            0.038439,            0.014822,             0.04374,             0.65739,             0.69828,              0.7559,             0.54968,            0.031454,           0.0037624,            0.038174,            0.006832,            0.006832,            0.006832
                  98,            0.037953,            0.014755,            0.044661,             0.57837,             0.66683,             0.66626,             0.46955,            0.029463,           0.0040827,            0.040771,            0.006799,            0.006799,            0.006799
                  99,             0.03466,            0.014636,            0.046649,             0.62652,             0.62035,             0.68764,             0.48602,            0.032232,           0.0042874,            0.047574,            0.006766,            0.006766,            0.006766
