               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,            0.042051,             0.04129,            0.003003,             0.80653,             0.63441,             0.73646,             0.47652,            0.038044,            0.027782,           0.0018174,            0.006766,            0.006766,            0.006766
                 100,            0.042031,            0.041239,           0.0029735,             0.80507,             0.63678,             0.73706,             0.47668,            0.038035,            0.027774,           0.0018163,            0.006733,            0.006733,            0.006733
                 101,            0.041969,            0.041206,           0.0029342,             0.80661,             0.63476,             0.73642,             0.47657,            0.038023,             0.02777,           0.0018145,              0.0067,              0.0067,              0.0067
                 102,            0.041914,            0.041312,           0.0029413,             0.80785,             0.63496,              0.7368,             0.47654,            0.038009,            0.027765,           0.0018129,            0.006667,            0.006667,            0.006667
                 103,             0.04198,            0.041235,           0.0029659,             0.80668,             0.63628,             0.73703,              0.4766,            0.037997,            0.027757,           0.0018102,            0.006634,            0.006634,            0.006634
                 104,            0.041924,            0.041321,            0.002929,             0.80514,             0.63722,             0.73717,             0.47693,            0.037984,            0.027754,           0.0018054,            0.006601,            0.006601,            0.006601
                 105,            0.041873,            0.041211,           0.0029358,             0.80777,             0.63762,             0.73756,             0.47723,            0.037973,            0.027752,           0.0018027,            0.006568,            0.006568,            0.006568
                 106,            0.041868,            0.041072,           0.0029576,             0.80599,             0.63929,             0.73736,             0.47755,            0.037964,            0.027744,           0.0018011,            0.006535,            0.006535,            0.006535
                 107,            0.041916,            0.041248,           0.0029544,             0.80692,             0.63868,             0.73745,             0.47761,            0.037952,            0.027737,           0.0018006,            0.006502,            0.006502,            0.006502
                 108,            0.041759,            0.041099,           0.0029053,             0.80687,             0.63835,             0.73819,             0.47804,            0.037938,            0.027732,           0.0017991,            0.006469,            0.006469,            0.006469
                 109,            0.041848,             0.04116,           0.0029277,             0.80869,             0.63805,             0.73822,             0.47823,             0.03793,            0.027725,           0.0017999,            0.006436,            0.006436,            0.006436
                 110,            0.041875,            0.041154,           0.0029732,             0.80777,             0.63862,              0.7388,             0.47841,            0.037918,            0.027721,           0.0017979,            0.006403,            0.006403,            0.006403
                 111,            0.041756,            0.041026,           0.0029032,             0.80827,              0.6389,             0.73883,             0.47866,            0.037907,            0.027713,           0.0017971,             0.00637,             0.00637,             0.00637
                 112,            0.041752,             0.04111,           0.0029297,             0.80715,             0.64056,             0.73915,             0.47858,            0.037897,            0.027707,           0.0017943,            0.006337,            0.006337,            0.006337
                 113,            0.041826,            0.041103,           0.0029088,             0.81005,             0.63948,              0.7395,              0.4792,            0.037883,            0.027705,            0.001792,            0.006304,            0.006304,            0.006304
                 114,            0.041747,            0.040916,           0.0029079,             0.80877,             0.64039,             0.73892,             0.47899,            0.037876,            0.027706,           0.0017882,            0.006271,            0.006271,            0.006271
                 115,            0.041727,            0.041047,           0.0029099,             0.80902,             0.64008,             0.73948,             0.47889,            0.037868,            0.027702,           0.0017878,            0.006238,            0.006238,            0.006238
                 116,            0.041722,            0.040959,           0.0028832,             0.81009,              0.6391,             0.73931,             0.47915,            0.037863,            0.027698,           0.0017881,            0.006205,            0.006205,            0.006205
